시간,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,yt0,yt1,yt2,yt3,LPF설정,R평균,출력샘플속도(S/s)
2025-09-25 21:49:51.319,1.5252113371388987e-05,-6.336491787806153e-05,0.00030687201069667935,-0.00024718375061638653,-3.800165359280072e-05,8.419365622103214e-05,0.00030761247035115957,6.318606756394729e-05,-0.030925942584872246,0.004696867428719997,-0.01727384328842163,0.034369129687547684,2500,4,10.0
2025-09-25 21:49:54.362,0.0002009953313972801,-6.32603550911881e-05,4.3002775782952085e-05,-0.00011096872185589746,0.00019615671772044152,0.00013678849791176617,0.000436006230302155,-0.00010337046842323616,0.02510271780192852,-0.020585205405950546,0.007827679626643658,0.03125481307506561,2500,4,10.0
2025-09-25 21:49:57.370,0.0003281819517724216,-8.215907291742042e-05,-3.7471767427632585e-05,-5.6394921557512134e-05,-8.517899550497532e-05,0.0002486907469574362,0.0001201772247441113,1.2080553233317914e-06,0.030072957277297974,-0.008876791223883629,-0.023266354575753212,0.09988676756620407,2500,4,10.0
2025-09-25 21:50:00.385,7.699472189415246e-05,-0.00016197947843465954,0.00029190874192863703,4.260645710019162e-06,2.030769974226132e-05,7.219355211418588e-06,0.00016592485189903527,0.00020022710668854415,-0.01614995114505291,0.09178858995437622,0.022458117455244064,-0.004080571699887514,2500,4,10.0
2025-09-25 21:50:03.428,0.0003058085567317903,5.509078619070351e-05,0.0003497268771752715,0.0005195879493840039,-0.00019657128723338246,-0.00070833700010553,0.0003712715988513082,-0.00026018935022875667,0.03721853345632553,-0.008596503175795078,-0.027835991233587265,0.007720110937952995,2500,4,10.0
2025-09-25 21:50:06.435,-0.00032878894126042724,0.0003281517419964075,4.2993782699340954e-05,2.3758423139952356e-06,-7.695725798839703e-05,-0.00021789746824651957,-0.00015432886721100658,0.0003326980222482234,4.212476414977573e-05,0.06287940591573715,-0.02260012738406658,-0.016680153086781502,2500,4,10.0
2025-09-25 21:50:09.450,-1.3902009413868655e-05,0.0001602902775630355,-8.981530845630914e-05,-0.00019045936642214656,-0.0001506276457803324,-7.512512820539996e-05,0.0002608521899674088,0.0002941692073363811,-0.05309147760272026,-0.016322599723935127,0.01510597299784422,-0.0026101362891495228,2500,4,10.0
2025-09-25 21:50:12.466,5.486233567353338e-05,5.985898314975202e-05,-0.000156616501044482,1.770121161825955e-05,0.0002072366769425571,-0.00013284216402098536,-3.9613834815099835e-05,-0.0003690151497721672,-0.0018927515484392643,0.0473417229950428,0.009656533598899841,-0.048459868878126144,2500,4,10.0
2025-09-25 21:50:15.490,5.107278047944419e-05,0.000122611818369478,-7.526774425059557e-05,-0.0002667816006578505,0.00021304086840245873,0.00035837103496305645,7.786055357428268e-05,0.00020656896231230348,-0.019017141312360764,-0.02747734636068344,-0.011293498799204826,-0.021187378093600273,2500,4,10.0
2025-09-25 21:50:18.508,0.00010148906585527584,-8.249268830695655e-06,4.4619617256103083e-05,6.409204797819257e-05,0.0003121717891190201,0.00031574751483276486,-6.784665310988203e-05,0.00020866795966867357,0.054500188678503036,-0.007863915525376797,-0.00024731457233428955,-0.024396365508437157,2500,4,10.0
2025-09-25 21:50:21.544,3.257964999647811e-05,-8.881021494744346e-05,-0.0001558181829750538,-0.00021713608293794096,1.625627191970125e-05,0.00022368792269844562,-4.759531657327898e-05,0.0001309129293076694,-0.021775824949145317,-0.0072056930512189865,-0.05693107843399048,-0.021970918402075768,2500,4,10.0
2025-09-25 21:50:24.553,-0.00013065790699329227,-0.00015506985073443502,-5.987240365357138e-05,-9.26902357605286e-05,0.00029741422622464597,-0.00029659317806363106,-0.00011082117271143943,0.0001110647281166166,-0.0037195836193859577,-0.009490365162491798,6.002935333526693e-05,-4.767081918544136e-05,2500,4,10.0
2025-09-25 21:50:27.596,-0.00034618336940184236,-6.885645416332409e-05,-5.596157279796898e-06,0.00018085737247020006,-0.0002067523164441809,-0.0005336984759196639,0.00016794500697869807,2.2065005396143533e-05,0.035068079829216,-0.07547231763601303,-0.020592279732227325,0.04407315328717232,2500,4,10.0
2025-09-25 21:50:30.613,0.0002262551715830341,0.0002328752016182989,0.0003430284559726715,9.160498302662745e-05,3.905585617758334e-05,0.00019600479572545737,0.00023929323651827872,3.582627687137574e-05,-0.0006262362003326416,0.028670553117990494,-0.03502902761101723,0.04123643413186073,2500,4,10.0
2025-09-25 21:50:33.656,-0.00025176163762807846,-4.162235654803226e-06,-5.854069604538381e-05,0.00024387153098359704,-6.693053001072258e-05,-7.050011481624097e-05,9.80046661425149e-06,2.6047251594718546e-05,0.08908314257860184,-0.030985159799456596,-0.0011282775085419416,-0.021225759759545326,2500,4,10.0
2025-09-25 21:50:36.681,-9.422197035746649e-05,-0.0001105570700019598,0.0002691456174943596,-0.00019490503473207355,-1.016219630400883e-05,-3.514393756631762e-05,4.355962300905958e-05,0.000430174550274387,-0.003471716772764921,0.007008213084191084,-0.026943141594529152,-0.04972803220152855,2500,4,10.0
2025-09-25 21:50:39.711,5.581855293712579e-05,-0.0002776481560431421,0.0005197986029088497,0.00026976680965162814,0.00014727163943462074,0.00018409626500215381,-0.0002920958213508129,-0.00042941237916238606,-0.0348358079791069,0.014242328703403473,-0.0048462930135428905,-0.008367461152374744,2500,4,10.0
2025-09-25 21:50:42.751,0.00014413461030926555,0.0005154192913323641,-3.087799632339738e-05,0.0002484615833964199,-0.00023986214364413172,-0.0002877890656236559,4.120739049540134e-06,8.220963354688138e-05,-0.027669619768857956,-0.04528050869703293,-0.0039556291885674,-0.06499737501144409,2500,4,10.0
